"Date","Price","Open","High","Low","Vol.","Change %"
"03/12/2024","1,337.68","1,338.50","1,348.81","1,334.22","","-0.13%"
"02/12/2024","1,339.37","1,318.97","1,339.37","1,318.97","","0.99%"
"29/11/2024","1,326.19","1,322.75","1,329.59","1,322.35","","0.49%"
"28/11/2024","1,319.75","1,328.59","1,328.59","1,308.36","","-0.41%"
"27/11/2024","1,325.20","1,326.09","1,328.72","1,306.98","","1.04%"
"26/11/2024","1,311.50","1,297.59","1,313.19","1,294.70","","1.08%"
"25/11/2024","1,297.46","1,283.19","1,300.00","1,283.19","","1.21%"
"22/11/2024","1,281.97","1,280.69","1,291.28","1,276.30","","0.04%"
"21/11/2024","1,281.44","1,291.05","1,295.53","1,278.65","","-0.64%"
"20/11/2024","1,289.63","1,295.33","1,299.62","1,286.21","","0.29%"
"19/11/2024","1,285.93","1,293.12","1,300.80","1,281.32","","-0.20%"
"18/11/2024","1,288.52","1,299.62","1,304.62","1,286.68","","-0.71%"
"15/11/2024","1,297.75","1,302.99","1,306.11","1,293.13","","-0.43%"
"14/11/2024","1,303.35","1,303.52","1,306.99","1,297.03","","0.45%"
"13/11/2024","1,297.50","1,295.76","1,303.59","1,293.50","","-0.13%"
"12/11/2024","1,299.22","1,313.51","1,314.18","1,296.63","","-0.95%"
"11/11/2024","1,311.74","1,320.50","1,336.13","1,311.74","","-0.83%"
"08/11/2024","1,322.74","1,323.36","1,329.29","1,314.23","","0.36%"
"07/11/2024","1,317.97","1,311.94","1,324.14","1,309.18","","0.39%"
"06/11/2024","1,312.90","1,335.66","1,343.97","1,307.34","","-1.45%"
"05/11/2024","1,332.17","1,338.52","1,343.02","1,332.17","","-0.74%"
"04/11/2024","1,342.06","1,367.92","1,368.58","1,339.33","","-1.30%"
"01/11/2024","1,359.76","1,359.67","1,374.20","1,359.67","","0.12%"
"31/10/2024","1,358.10","1,371.00","1,376.83","1,356.71","","-1.14%"
"30/10/2024","1,373.82","1,390.76","1,395.25","1,371.50","","-1.01%"
"29/10/2024","1,387.80","1,398.12","1,399.11","1,383.83","","-0.77%"
"28/10/2024","1,398.59","1,388.51","1,400.16","1,385.29","","0.86%"
"25/10/2024","1,386.69","1,380.95","1,390.98","1,377.20","","0.52%"
"24/10/2024","1,379.45","1,390.48","1,398.32","1,379.45","","-0.77%"
"23/10/2024","1,390.14","1,402.26","1,402.26","1,387.60","","-1.36%"
"22/10/2024","1,409.32","1,415.94","1,427.33","1,400.54","","-1.57%"
"21/10/2024","1,431.87","1,449.16","1,449.51","1,428.61","","-1.04%"
"18/10/2024","1,446.96","1,450.27","1,460.01","1,440.85","","-0.24%"
"17/10/2024","1,450.45","1,451.19","1,459.09","1,442.48","","0.18%"
"16/10/2024","1,447.82","1,446.69","1,450.54","1,441.87","","-0.34%"
"15/10/2024","1,452.70","1,461.90","1,465.02","1,451.84","","-0.50%"
"14/10/2024","1,459.95","1,465.77","1,469.28","1,453.83","","-0.18%"
"11/10/2024","1,462.57","1,470.86","1,473.76","1,460.72","","-0.43%"
"10/10/2024","1,468.91","1,462.76","1,471.61","1,460.33","","0.51%"
"09/10/2024","1,461.48","1,461.79","1,472.74","1,457.61","","-0.01%"
