"Date","Price","Open","High","Low","Vol.","Change %"
"08/09/2025","5,015.37","4,990.65","5,016.60","4,982.83","26.18M","0.67%"
"05/09/2025","4,982.01","4,958.56","4,994.07","4,958.09","30.34M","0.86%"
"04/09/2025","4,939.62","4,895.12","4,947.96","4,893.55","31.79M","0.59%"
"03/09/2025","4,910.57","4,907.08","4,932.35","4,886.03","27.16M","0.67%"
"02/09/2025","4,877.86","4,951.11","4,962.60","4,877.56","25.28M","-1.51%"
"01/09/2025","4,952.54","4,941.13","4,976.04","4,941.13","15.43M","0.60%"
"29/08/2025","4,922.82","4,922.18","4,943.88","4,902.90","37.90M","-0.32%"
"28/08/2025","4,938.79","4,968.17","4,985.21","4,933.00","22.73M","-0.46%"
"27/08/2025","4,961.76","4,974.30","4,987.91","4,949.19","22.00M","-0.28%"
"26/08/2025","4,975.86","4,990.26","4,999.74","4,968.73","59.83M","-0.56%"
"25/08/2025","5,003.68","5,002.37","5,021.97","4,996.82","18.49M","-0.16%"
"22/08/2025","5,011.82","4,940.98","5,014.59","4,939.26","26.13M","1.46%"
"21/08/2025","4,939.84","4,946.33","4,947.77","4,925.49","20.95M","-0.36%"
"20/08/2025","4,957.49","4,939.25","4,965.81","4,938.03","22.32M","0.08%"
"19/08/2025","4,953.54","4,909.69","4,961.36","4,905.08","28.74M","1.23%"
"18/08/2025","4,893.30","4,922.04","4,922.11","4,889.51","19.58M","-0.49%"
"15/08/2025","4,917.59","4,913.54","4,929.23","4,906.16","24.27M","0.35%"
"14/08/2025","4,900.66","4,900.14","4,909.50","4,891.68","25.59M","0.12%"
"13/08/2025","4,894.97","4,903.77","4,908.55","4,892.94","22.21M","0.10%"
"12/08/2025","4,890.18","4,888.74","4,896.16","4,862.05","24.55M","0.24%"
"11/08/2025","4,878.49","4,919.38","4,921.16","4,875.50","21.11M","-0.64%"
"08/08/2025","4,910.09","4,900.45","4,918.72","4,894.71","27.52M","0.36%"
"07/08/2025","4,892.62","4,850.09","4,900.41","4,849.13","32.15M","0.97%"
"06/08/2025","4,845.75","4,878.86","4,885.52","4,840.75","35.40M","-0.14%"
"05/08/2025","4,852.47","4,838.57","4,856.87","4,836.46","24.23M","0.59%"
"04/08/2025","4,824.07","4,810.44","4,832.82","4,804.64","28.69M","0.63%"
"01/08/2025","4,793.85","4,837.15","4,837.15","4,779.76","35.90M","-1.29%"
"31/07/2025","4,856.57","4,885.68","4,886.36","4,856.57","45.12M","-0.62%"
"30/07/2025","4,886.66","4,870.50","4,924.51","4,869.44","27.59M","-2.74%"
"29/07/2025","5,024.21","4,919.33","5,044.46","4,874.02","20.93M","2.16%"
"28/07/2025","4,917.92","4,980.00","4,986.53","4,904.70","26.79M","-0.53%"
"25/07/2025","4,944.13","4,926.89","4,952.16","4,907.32","33.66M","0.15%"
"24/07/2025","4,936.86","4,894.44","4,957.35","4,890.74","48.15M","1.20%"
"23/07/2025","4,878.30","4,863.01","4,881.31","4,822.89","55.15M","1.06%"
